address,age,area,bedroom,direction,elevator,floor,furnished,lat,link,livingroom,lon,title,totalFloor,totalPrice,unitPrice
港馨家园东区,2007,115,3, 南 北 , 无电梯,高楼层, 精装 ,40.110591,http://bj.lianjia.com/xiaoqu/1111027374738/,2,116.697838,港馨东区 板楼三居室 南北通透 落地飘窗,6,368,32000
荣丰2008,2008,52,1, 南 , 有电梯,低楼层, 精装 ,39.900529,http://bj.lianjia.com/xiaoqu/1111027378998/,0,116.343245,南向开间，精装修自住，保持好，换房诚意出售,20,370,70490
蓝调沙龙东区,2005,62,1, 西 , 无电梯,低楼层, 精装 ,39.8932,http://bj.lianjia.com/xiaoqu/1111027377800/,1,116.658104,九棵树城铁600米 婚房装修 正规一居 实验一小,11,322,51570
福城上上城三季,2010,165,4, 南 北 , 无电梯,高楼层, 简装 ,39.987002,http://bj.lianjia.com/xiaoqu/2011047640757/,2,116.782754,燕郊燕顺路 上上城三季顶层大复式 挑空客厅 带露台,18,350,21213
星河皓月,2009,130,3, 南 北 , 无电梯,高楼层, 精装 ,39.987782,http://bj.lianjia.com/xiaoqu/2011047640765/,2,116.780446,【星河皓月】电梯洋房，一梯两户大复式！,11,390,30000
西荣阁,2010,91,2, 东南 , 有电梯,中楼层, 精装 ,39.941488,http://bj.lianjia.com/xiaoqu/1111027379341/,1,116.285659,海淀 四季青 两居精装修 不限购可注册,13,350,38143
巴克摩界,2008,43,1, 北 , 有电梯,低楼层, 简装 ,39.894325,http://bj.lianjia.com/xiaoqu/1111027375961/,1,116.648559,摩界新上经典LOFT，送20平米阳台，实验一小地铁800米,11,340,78072
十里堡北里,1980,62,2, 南 北 , 无电梯,高楼层, 精装 ,39.928407,http://bj.lianjia.com/xiaoqu/1111027379400/,1,116.512182,6号线十里堡地铁口 精装修 业主诚售,6,355,56955
道家园,1988,59,2, 南 北 , 无电梯,高楼层, 精装 ,39.929564,http://bj.lianjia.com/xiaoqu/1111027373740/,1,116.493317,朝阳公园 道家园 南北通透两居室 ,7,375,63485
名佳花园一区,2000,98,2, 南 北 , 无电梯,低楼层, 简装 ,40.111125,http://bj.lianjia.com/xiaoqu/1111027378308/,1,116.429292,名佳花园一区 两室两卫 低楼层 南北通透,6,370,37725
明天第一城6号院,2007,82,2, 东 南 , 有电梯,高楼层, 精装 ,40.055428,http://bj.lianjia.com/xiaoqu/1111027378406/,1,116.415638,东南向两居室 精装修 视野好 采光好 有学区 可落户,21,330,39803
美立方,2011,55,2, 南 , 有电梯,高楼层, 简装 ,40.044097,http://bj.lianjia.com/xiaoqu/1111027378336/,1,116.425063,美立方南向LOFT 民水民电带燃气 高楼层视野开阔,13,360,65455
建工家园,2008,60,1, 东 北 , 有电梯,高楼层, 简装 ,39.870064,http://bj.lianjia.com/xiaoqu/1111027377128/,0,116.488988,满五 简装修 无抵押 高质量回迁房,21,320,53016
团结湖中路南三条,1980,37,1, 南 , 无电梯,中楼层, 精装 ,39.932306,http://bj.lianjia.com/xiaoqu/1111046810358/,1,116.47792,南向精装修一居室，中间楼层无遮挡，采光好,6,328,87724
首邑溪谷,2011,41,2, 西 , 有电梯,低楼层, 精装 ,39.768231,http://bj.lianjia.com/xiaoqu/1111027379689/,1,116.31681,首邑溪谷 西向loft 满两年,16,310,75243
南湖渠西里,1988,50,2, 南 北 , 无电梯,低楼层, 简装 ,39.998363,http://bj.lianjia.com/xiaoqu/1111027378510/,1,116.461912,南湖渠西里 南北两居 户型方正 满两年商品房,5,350,69597
靓景明居,2004,70,1, 南 北 , 无电梯,低楼层, 精装 ,39.889841,http://bj.lianjia.com/xiaoqu/1111027377211/,1,116.643924,满五年，南北通透，精装修，低楼层，不临街，明厨明卫,6,390,55477
炫特嘉园二期,2005,57,1, 东北 , 无电梯,高楼层, 精装 ,39.936277,http://bj.lianjia.com/xiaoqu/1111027381237/,1,116.513009,炫特区 低总价 可改两居 东北一居 卧室客厅都有阳台,28,350,60838
马坡花园一区,1999,95,2, 南 北 , 无电梯,高楼层, 精装 ,40.180564,http://bj.lianjia.com/xiaoqu/1111027378374/,2,116.661432,马坡一区 两居室 装修好 业主保持的也好,6,330,34523
首邑溪谷,2012,45,2, 南 北 , 有电梯,中楼层, 精装 ,39.768231,http://bj.lianjia.com/xiaoqu/1111027379689/,1,116.31681,首邑溪谷南北通透两居室前后无遮挡采光没问题,16,350,76270
红星北里,1997,88,2, 南 北 , 无电梯,高楼层, 精装 ,39.813832,http://bj.lianjia.com/xiaoqu/1111027375353/,1,116.433392,红星北里精装修两居室，南北通透,6,320,36204
福城上上城二季,2009,125,3, 南 北 , 无电梯,高楼层, 精装 ,39.963419,http://bj.lianjia.com/xiaoqu/2011047732958/,1,116.798268,上上城二季 精装修南北通透三居复式 赠送露台,23,350,28000
海洋局南院,2002,122,3, 南 北 , 无电梯,中楼层, 其他 ,39.953192,http://bj.lianjia.com/xiaoqu/2011054200900/,1,116.813555,海洋局南院中低层纯板楼，南北通透，大三居，配套全,6,322,26394
星河皓月,2009,102,2, 南 北 , 无电梯,高楼层, 精装 ,39.987782,http://bj.lianjia.com/xiaoqu/2011047640765/,1,116.780446,星河皓月南北精装大两居,18,305,29681
御路园,2003,132,3, 南 北 , 无电梯,中楼层, 精装 ,40.226443,http://bj.lianjia.com/xiaoqu/1111027381893/,2,116.225476,御路园  大三居  次顶层  满五年公房,7,365,27642
云龙家园,2004,65,2, 南 北 , 有电梯,高楼层, 毛坯 ,39.813718,http://bj.lianjia.com/xiaoqu/1111027381866/,1,116.441424,带电梯小两居，2004年建成，钢混结构,10,309,47299
玉林里小区,1993,60,2, 东 南 , 有电梯,高楼层, 简装 ,39.870465,http://bj.lianjia.com/xiaoqu/1111027381871/,1,116.364028,南二环玉林里小区 东南户型 有钥匙随时看房,18,330,55000
右安门内西街甲10号院,1987,40,1, 东南 , 无电梯,低楼层, 简装 ,39.877194,http://bj.lianjia.com/xiaoqu/1111027381505/,1,116.366335,右安门内西街甲10号院，正规一居室,6,370,92500
太平桥东里,1989,50,2, 南 , 有电梯,低楼层, 简装 ,39.892447,http://bj.lianjia.com/xiaoqu/1111027379961/,1,116.32922,六里桥，9号线地铁，南向两居室看房有钥匙,24,350,69225
葛布店北里,1987,59,2, 东 西 , 无电梯,低楼层, 简装 ,39.899598,http://bj.lianjia.com/xiaoqu/1111027374494/,1,116.66424,中间楼层，交通便利，业主诚心出售,6,309,51890
石佛营东里小区,1997,72,2, 南 , 无电梯,低楼层, 简装 ,39.942333,http://bj.lianjia.com/xiaoqu/1111027379227/,1,116.509126,南向户型 大阳台 税费低 诚意出售,18,380,52098
建欣苑三里,2003,64,2, 东 西 , 无电梯,中楼层, 简装 ,39.847018,http://bj.lianjia.com/xiaoqu/1111027377492/,1,116.404498,建欣苑三里 东西通透 满五年免税 户型方正 带电梯,12,330,51092
电建南院,2000,69,2, 南 北 , 无电梯,中楼层, 简装 ,39.915523,http://bj.lianjia.com/xiaoqu/1111027373735/,1,116.560517,电建南院 满5年 南北两居 中间层 传媒附小,6,350,50630
华严北里小区,1994,51,2, 东 , 有电梯,高楼层, 精装 ,39.989129,http://bj.lianjia.com/xiaoqu/1111027375413/,1,116.390213,全明格局带电梯 换房随时可签 精装修,18,390,76321
名苑雅居,2005,49,1, 北 , 有电梯,中楼层, 精装 ,40.015057,http://bj.lianjia.com/xiaoqu/1111027378435/,1,116.378897,名苑雅居 钥匙房 临近奥森公园,14,355,72155
星河皓月,2009,103,2, 南 北 , 无电梯,中楼层, 简装 ,39.987782,http://bj.lianjia.com/xiaoqu/2011047640765/,2,116.780446,  星河皓月  板楼两居  业主诚售,5,320,31068
东方夏威夷北岸,2010,142,3, 南 北 , 无电梯,高楼层, 毛坯 ,39.969857,http://bj.lianjia.com/xiaoqu/2011047640762/,1,116.787285,东方夏威夷北岸 南北通透 三居室 毛坯房 诚售,33,380,26667
星河皓月,2009,122,3, 南 北 , 无电梯,中楼层, 精装 ,39.987782,http://bj.lianjia.com/xiaoqu/2011047640765/,2,116.780446,星河皓月 南北通透三居 中间楼层 看房方便,5,365,29919
东方夏威夷北岸,2010,160,3, 南 北 , 无电梯,高楼层, 简装 ,39.969857,http://bj.lianjia.com/xiaoqu/2011047640762/,2,116.787285,夏威夷北岸 中高层观景房 大三居室 看房随时,33,385,24063
燕清源,2005,42,1, 南 , 有电梯,高楼层, 简装 ,40.040414,http://bj.lianjia.com/xiaoqu/1111027381979/,0,116.348101,燕清源小区，中高楼层，随时可看，靠谱签约，满五年,28,360,85552
三环新城8号院,2006,66,1, 西 , 有电梯,中楼层, 精装 ,39.856209,http://bj.lianjia.com/xiaoqu/1111027379296/,1,116.313072,三环新城8号院 1室1厅 397万,22,397,59880
道家园,1994,46,1, 东南 , 有电梯,低楼层, 简装 ,39.929564,http://bj.lianjia.com/xiaoqu/1111027373740/,1,116.493317,东南向一居室 带电梯 1997年建造,18,300,64295
玉桥北里,1992,72,3, 东 西 , 无电梯,中楼层, 简装 ,39.899168,http://bj.lianjia.com/xiaoqu/1111027381947/,1,116.688527,玉桥北里 东西通透 中间楼层正规三居室,6,330,45474
嘉多丽园,2004,43,1, 东 , 有电梯,中楼层, 精装 ,39.874633,http://bj.lianjia.com/xiaoqu/1111027377080/,0,116.465981,三环三甲小区 地理位置优越  全天沐浴阳光,12,300,69189
首邑溪谷,2011,47,2, 南 北 , 有电梯,中楼层, 精装 ,39.768231,http://bj.lianjia.com/xiaoqu/1111027379689/,1,116.31681,首邑溪谷 精装修两居室 满两年 无增值税,16,350,74469
太平桥西里,1992,60,2, 东北 , 无电梯,低楼层, 其他 ,39.890098,http://bj.lianjia.com/xiaoqu/1111027379963/,1,116.320535,六里桥 中楼层  刚需改善  诚心出售 大客厅,6,360,59514
天通苑东一区,2001,89,2, 南 北 , 无电梯,高楼层, 精装 ,40.072066,http://bj.lianjia.com/xiaoqu/1111027380051/,1,116.43942,天通苑东一区 2室1厅 395万,6,395,44095
武圣西里,1980,64,2, 南 西北 , 无电梯,低楼层, 简装 ,39.88522,http://bj.lianjia.com/xiaoqu/1111027380472/,1,116.469531,武圣西里 南北通透 满五年 低税费,5,380,59329
福城上上城三季,2010,167,4, 西北 , 无电梯,低楼层, 其他 ,39.987002,http://bj.lianjia.com/xiaoqu/2011047640757/,2,116.782754,福城上上城三季 西北向四居  随时能看房,18,340,20270
定福庄西街,1998,62,2, 东 , 无电梯,高楼层, 简装 ,39.918665,http://bj.lianjia.com/xiaoqu/1111027376870/,1,116.557273,临近地铁八通线 一居改两居 东北向,6,300,48372
八里庄南里,1988,44,1, 南 , 无电梯,低楼层, 简装 ,39.928801,http://bj.lianjia.com/xiaoqu/1111027376019/,1,116.505017,八里庄南里经典一居室低楼层适合老人小孩居住,18,330,73809
炫特嘉园一期,2004,43,1, 南 , 无电梯,低楼层, 简装 ,39.934977,http://bj.lianjia.com/xiaoqu/1111027381239/,0,116.513188,南向开间，阳光明媚，有钥匙随时看房,18,305,70035
星河皓月,2009,136,3, 南 , 无电梯,高楼层, 精装 ,39.987782,http://bj.lianjia.com/xiaoqu/2011047640765/,1,116.780446,【星河皓月】上下复式。电梯房三居，有装修,22,390,28677
泰河园一里一区,2009,84,2, 南 北 , 有电梯,高楼层, 其他 ,39.773341,http://bj.lianjia.com/xiaoqu/1111027379850/,1,116.5089,泰河园一里新上大两居，诚心卖，高楼层。,11,370,43787
马家堡67号院,1998,64,2, 南 北 , 无电梯,高楼层, 简装 ,39.848746,http://bj.lianjia.com/xiaoqu/1111027378287/,1,116.384345,南北通透 双阳台 采光好 出行方便 交通便利,6,339,52404
考拉社区,2005,40,1, 东 , 有电梯,高楼层, 其他 ,39.880569,http://bj.lianjia.com/xiaoqu/1111027377642/,0,116.353071,满两年精装，户型方正，二环边楼龄新带电梯,21,345,85354
吉祥里,1993,44,1, 东 西 , 无电梯,低楼层, 简装 ,39.93257,http://bj.lianjia.com/xiaoqu/1111027377448/,1,116.445445,满五年公房，东西通透，看房提前预约,6,385,86830
日月东华,1998,65,1, 东 , 无电梯,高楼层, 精装 ,39.937886,http://bj.lianjia.com/xiaoqu/1111027379068/,1,116.510859,满两年高原值 婚房精装修 紧邻地铁站 高楼层无遮挡,21,365,56016
交科院,1989,47,1, 东北 , 有电梯,低楼层, 精装 ,39.971482,http://bj.lianjia.com/xiaoqu/1111027377223/,1,116.363711,北三环交科院精装正规全明一室一厅看到别错过,16,380,80852
长阳半岛1号院,2012,89,2, 东 南 北 , 有电梯,低楼层, 精装 ,39.768297,http://bj.lianjia.com/xiaoqu/1111053689921/,1,116.211223,万科 明厨明卫两居 精装修 满两年,21,360,40450
毛纺厂南小区,1992,53,2, 南 北 , 无电梯,高楼层, 精装 ,40.035114,http://bj.lianjia.com/xiaoqu/1111027378259/,1,116.346988,南北通透 婚房精装两居  客厅带明窗,6,395,73284
新外大街3号院,1960,36,1, 南 , 无电梯,中楼层, 简装 ,39.972234,http://bj.lianjia.com/xiaoqu/1111027381262/,1,116.375935,北三环内 朝南向一居室二层 不临街小区安静,4,300,83334
玉林东里二区,1990,53,2, 东北 , 有电梯,中楼层, 精装 ,39.872114,http://bj.lianjia.com/xiaoqu/1111027381849/,1,116.368566,南二环 优质两居室 户型方正 格局好 采光棒,18,363,67864
城华园,2002,47,1, 北 , 有电梯,中楼层, 精装 ,40.017542,http://bj.lianjia.com/xiaoqu/1111027376447/,1,116.358543,北向正规一居室 精装修 拎包入住 家具家电送,27,330,69518
十里堡北里,1986,61,2, 南 , 无电梯,高楼层, 简装 ,39.928407,http://bj.lianjia.com/xiaoqu/1111027379400/,1,116.512182,十里堡北里 南向明厨明卫两居室 采光充足,6,340,55738
金汉绿港三区,2008,66,1, 东南 , 有电梯,低楼层, 精装 ,40.139004,http://bj.lianjia.com/xiaoqu/1111027377165/,1,116.6708,金汉三区纯南一居室 13年精装修 看房便 随时能签约,18,310,46276
红联南村,1983,44,1, 南 , 无电梯,低楼层, 其他 ,39.955767,http://bj.lianjia.com/xiaoqu/1111027375144/,1,116.368508,红联南村朝南一居室 全明户型 中间楼层 ,6,379,84788
首开熙悦山熹园3号院,2013,87,2, 南 北 , 有电梯,中楼层, 精装 ,39.767525,http://bj.lianjia.com/xiaoqu/1111047062835/,1,116.220898,首开熙悦山熹园 南北通透两居室 诚心出售,21,342,39311
福泽御园,2007,126,3, 南 北 , 无电梯,中楼层, 精装 ,39.955437,http://bj.lianjia.com/xiaoqu/2011047640756/,2,116.836261,福成四期南北通透三居室，相对好的户型！不二之选！,28,325,25778
国美第一城3号院,2007,47,1, 南 , 无电梯,中楼层, 简装 ,39.94004,http://bj.lianjia.com/xiaoqu/1111027374654/,1,116.521774,国美朝南开间，户型方正，中高楼层，正对花园,27,325,69149
永泰东里,1998,57,2, 南 北 , 无电梯,高楼层, 简装 ,40.040209,http://bj.lianjia.com/xiaoqu/1111027382073/,1,116.367137,此房南北通透 采光充足 满两年 有学区,6,390,67568
加州水郡三期,2009,115,3, 南 北 , 有电梯,中楼层, 精装 ,39.773701,http://bj.lianjia.com/xiaoqu/1111027377579/,2,116.170695,加州水郡三期 南北向三居室 带地下产权车位 双卫生间,12,380,32890
首开铂郡8号院,2010,52,1, 西 , 无电梯,中楼层, 精装 ,39.944441,http://bj.lianjia.com/xiaoqu/1111041750759/,0,116.457699,三里屯首开铂郡 精装修开间 不限购,5,310,58846
北京新天地,2009,66,1, 西南 , 有电梯,高楼层, 简装 ,39.91983,http://bj.lianjia.com/xiaoqu/1111027375945/,2,116.609957,西南正规一居室，满二原值100万，诚意出售,26,350,53031
公安局宿舍,2000,59,1, 东 , 有电梯,低楼层, 其他 ,40.012148,http://bj.lianjia.com/xiaoqu/1111027374470/,1,116.373681,东向一居室，不临街不吵闹，临近地铁,18,390,66102
弘善家园,2012,59,1, 南 , 有电梯,低楼层, 简装 ,39.8764,http://bj.lianjia.com/xiaoqu/1111027375273/,1,116.457526,弘善家园全南向一居室，格局方正，两梯五户,18,345,57548
万润风景,2006,50,1, 东南 , 有电梯,高楼层, 精装 ,39.86288,http://bj.lianjia.com/xiaoqu/1111027380429/,1,116.34581,万润风景精装修东南一居温馨舒适阳光视野棒,18,350,69833
弘善家园,2009,83,2, 东南 , 有电梯,高楼层, 其他 ,39.8764,http://bj.lianjia.com/xiaoqu/1111027375273/,1,116.457526,弘善家园经典大两居室，诚意出售,28,380,45646
万润风景,2006,46,1, 南 , 有电梯,中楼层, 简装 ,39.86288,http://bj.lianjia.com/xiaoqu/1111027380429/,1,116.34581,丽泽金融商务区全南向一居室诚心出售,16,350,74787
北郊农场宿舍,1994,64,2, 南 北 , 无电梯,高楼层, 精装 ,40.084686,http://bj.lianjia.com/xiaoqu/1111027375918/,1,116.323633,满两年 南北两居室  随时看房随时签约,4,310,47781
武圣西里,1980,54,2, 南 , 无电梯,低楼层, 精装 ,39.88522,http://bj.lianjia.com/xiaoqu/1111027380472/,1,116.469531,武圣西里小区 南向两居室 满五年 低楼层,6,320,58203
上奥世纪中心,2008,66,1, 东北 , 有电梯,高楼层, 精装 ,40.062254,http://bj.lianjia.com/xiaoqu/1111027379085/,1,116.336897,上奥世纪  正规一居 带电梯 看房方便,23,350,52514
春园,2000,57,2, 南 , 有电梯,高楼层, 精装 ,39.897184,http://bj.lianjia.com/xiaoqu/1111027376635/,1,116.262442,春园 ，2室1厅 ，精装婚房，带租赁车位，双卧室朝南,24,380,66457
巧克力城,2005,94,2, 东南 , 有电梯,低楼层, 简装 ,39.822298,http://bj.lianjia.com/xiaoqu/1111027378846/,1,116.450891,电梯入户东南向两居 就在巧克力城！,11,393,41382
南新园,1996,50,1, 东 , 有电梯,高楼层, 精装 ,39.874867,http://bj.lianjia.com/xiaoqu/1111027378657/,1,116.481385,南新园 北工大西门地铁站 电梯 高楼层 东向一居室 ,24,313,61846
绣江南,2005,62,1, 北 南 , 无电梯,中楼层, 简装 ,39.871777,http://bj.lianjia.com/xiaoqu/1111027380955/,1,116.665969,绣江南 板楼三层 南北通透 采光好,6,365,58871
光熙门北里,1990,45,1, 东南 , 无电梯,中楼层, 精装 ,39.970551,http://bj.lianjia.com/xiaoqu/1111027374756/,1,116.442298,光熙门北里  东南向一居室  带客厅,21,330,72736
翠谷玉景,2004,73,1, 东 西 北 , 无电梯,高楼层, 精装 ,39.923321,http://bj.lianjia.com/xiaoqu/1111027376403/,1,116.251126,翠谷玉景 东向一居室 楼龄新 生活便利  配套齐全,6,385,52190
西马庄园,2001,88,2, 南 北 , 无电梯,中楼层, 简装 ,39.918867,http://bj.lianjia.com/xiaoqu/1111027381072/,1,116.636774,通州北苑万达广场免税南北通透2居中间楼层业主诚售,6,368,41800
双裕小区,1994,71,2, 南 北 , 无电梯,中楼层, 精装 ,40.112912,http://bj.lianjia.com/xiaoqu/1111027379693/,1,116.561056,此房双裕小区正规两居 中间楼层 满五年 诚心出售,6,350,48625
北重西厂,1995,65,2, 东 西 , 无电梯,高楼层, 简装 ,39.898977,http://bj.lianjia.com/xiaoqu/1111027376305/,1,116.236519,北重西厂   东西通透两居室   业主诚心出售,6,310,47027
南湖渠西里,1986,54,2, 南 北 , 无电梯,高楼层, 精装 ,39.998363,http://bj.lianjia.com/xiaoqu/1111027378510/,1,116.461912,南北通透两居室  采光充足  满五年  精装修,5,370,68040
八角南里,2001,73,2, 西北 , 有电梯,低楼层, 简装 ,39.916082,http://bj.lianjia.com/xiaoqu/1111027375919/,1,116.210318,八角南里 带客厅两居 免税 可拎包入住,24,366,49493
北京人家,2004,74,2, 南 北 , 无电梯,高楼层, 精装 ,40.084907,http://bj.lianjia.com/xiaoqu/1111027375926/,1,116.311776,精装两居  北露台已封  随时能签约,6,399,53622
卢沟桥南里,2002,92,2, 西南 , 无电梯,低楼层, 简装 ,39.854004,http://bj.lianjia.com/xiaoqu/1111027377844/,2,116.238706,中间层，西南向双厅免税大两居，双阳台采光通风良好,6,370,39931
鸿坤理想城礼域府,2012,68,1, 东南 , 有电梯,低楼层, 精装 ,39.800301,http://bj.lianjia.com/xiaoqu/1111045269268/,1,116.352468,鸿坤理想城礼域府东南一居 满两年原值高,21,360,52942
滨河西里北区,1994,88,3, 南 北 , 无电梯,中楼层, 简装 ,39.759469,http://bj.lianjia.com/xiaoqu/1111027375860/,1,116.345374,滨河西里北区 3室1厅 385万,5,385,43356
绿岛家园,2003,89,2, 南 北 , 无电梯,中楼层, 精装 ,39.949921,http://bj.lianjia.com/xiaoqu/1111027377794/,1,116.111318,绿岛家园两居室 南北通透 出行方便,6,350,38937
北京新天地,2009,61,1, 西 , 有电梯,低楼层, 精装 ,39.91983,http://bj.lianjia.com/xiaoqu/1111027375945/,1,116.609957,北京新天地 西向一居 户型方正,27,335,54366
民主北街22号院,1970,35,1, 东 , 无电梯,高楼层, 精装 ,39.874629,http://bj.lianjia.com/xiaoqu/1111027378438/,1,116.40952,东城区永定门外民族北街22号院一居室,5,305,86452
西潞东里社区,NA,137,3, 南 , 无电梯,低楼层, 精装 ,39.739593,http://bj.lianjia.com/xiaoqu/1111052172948/,1,116.138831,西潞东里二层南北通透客厅朝南，户型方正,6,390,28362
承泽苑,2000,79,2, 东 南 西 , 无电梯,低楼层, 简装 ,39.937384,http://bj.lianjia.com/xiaoqu/1111027376723/,1,116.122354,滨河承泽苑小区  交通便利 楼层好,6,310,39241
达富苑,2002,59,1, 南 , 无电梯,高楼层, 精装 ,39.900279,http://bj.lianjia.com/xiaoqu/1111027376856/,1,116.656342,达富苑 1室1厅 300万,7,300,50848
星河皓月,2009,118,3, 南 北 , 无电梯,低楼层, 精装 ,39.987782,http://bj.lianjia.com/xiaoqu/2011047640765/,1,116.780446,星河皓月 3室1厅 360万,11,360,30337
福泽颐园,2007,129,3, 南 北 , 无电梯,高楼层, 精装 ,39.954586,http://bj.lianjia.com/xiaoqu/2011047640755/,1,116.841067,福泽颐园 3室1厅 345万,32,345,26745
东方夏威夷南岸一期,2010,88,2, 东 北 , 无电梯,中楼层, 精装 ,39.965085,http://bj.lianjia.com/xiaoqu/2011047640760/,1,116.795924,东方夏威夷南岸一期 2室1厅 300万,24,300,34091
毛纺厂南小区,1992,57,2, 南 北 , 无电梯,低楼层, 简装 ,40.035114,http://bj.lianjia.com/xiaoqu/1111027378259/,1,116.346988,客厅带阳台 拎包即入住 无遮挡,6,385,66725
福城上上城五期,2009,129,3, 南 北 , 无电梯,高楼层, 其他 ,39.963617,http://bj.lianjia.com/xiaoqu/2011047640855/,1,116.85037,福城五期 精装南北三居 送全部家电家具 随时可看,28,323,24877
太平桥小区,1991,40,1, 南 北 , 无电梯,高楼层, 简装 ,39.891441,http://bj.lianjia.com/xiaoqu/1111027379964/,1,116.324898,满五年 南北通透 地铁9号线 全明格局,6,300,74479
东直门外大街,1983,39,1, 北 , 有电梯,中楼层, 精装 ,39.946843,http://bj.lianjia.com/xiaoqu/1111027374084/,1,116.451197,正规小一居 朝阳实验小学 明厨明卫,16,340,86757
四中家属院,1997,83,2, 南 北 , 无电梯,高楼层, 简装 ,39.914731,http://bj.lianjia.com/xiaoqu/1111027379710/,2,116.658343,新华大街 万达商圈 南北通透两居室,6,350,42103
天通西苑二区,2003,92,2, 东 , 有电梯,中楼层, 简装 ,40.077796,http://bj.lianjia.com/xiaoqu/1111027380053/,1,116.415742,东向两居室 满五年 随时签约 看房方便,32,375,40708
鲁能7号院颐景溪园,2012,86,2, 南 , 有电梯,高楼层, 毛坯 ,40.187381,http://bj.lianjia.com/xiaoqu/1111027378015/,2,116.669059,鲁能 毛坯两居 高楼层 满两年,14,358,41628
惠安轩,2000,66,2, 南 , 有电梯,低楼层, 精装 ,39.989885,http://bj.lianjia.com/xiaoqu/1111027374864/,1,116.422209,2000年商品房，有钥匙，随时可看,11,380,57376
珠江罗马嘉园西区,2005,55,1, 北 , 无电梯,中楼层, 精装 ,39.931002,http://bj.lianjia.com/xiaoqu/1111027382525/,1,116.518849,精装修 正规一居室 对小区景观，诚意出售，,11,390,70525
杨庄北区,2001,60,1, 南 北 , 无电梯,高楼层, 精装 ,39.932325,http://bj.lianjia.com/xiaoqu/1111027382250/,1,116.195177,房子在5层 主卧朝南带阳台 客厅朝南带飘窗 看房有钥匙,5,315,52041
加州水郡四期,2011,91,3, 南 北 , 有电梯,高楼层, 精装 ,39.773192,http://bj.lianjia.com/xiaoqu/1111027377578/,1,116.175666,加州水郡三居南北通透，业主诚心出售，,11,330,36169
潮白人家,2010,95,2, 南 北 , 无电梯,高楼层, 精装 ,39.954145,http://bj.lianjia.com/xiaoqu/2011047640758/,1,116.797257,南北通透 随时看房 业主诚心卖 随时签约,15,300,31579
福城上上城三季,2010,120,3, 南 北 , 无电梯,高楼层, 精装 ,39.987002,http://bj.lianjia.com/xiaoqu/2011047640757/,2,116.782754,上上城三季精装南北大三居，业主诚意出售，看房方便！！,28,300,25000
北关中学,2000,70,2, 东 西 , 无电梯,低楼层, 简装 ,39.919621,http://bj.lianjia.com/xiaoqu/1111027375836/,1,116.655253,北关中学 两居室 没有增值税 没有个人所得税,6,330,46729
美宅湾,2006,72,2, 西南 , 有电梯,低楼层, 精装 ,39.811008,http://bj.lianjia.com/xiaoqu/1111027378456/,1,116.431358,06年新小区，电梯房，采光充足,15,305,41821
磨房北里,1990,54,2, 南 北 , 无电梯,高楼层, 简装 ,39.886406,http://bj.lianjia.com/xiaoqu/1111027378258/,1,116.480977,南北通透2居 采光好 满两年 看房方便！,6,320,58673
平乐园小区,1995,61,2, 南 北 , 无电梯,低楼层, 精装 ,39.889853,http://bj.lianjia.com/xiaoqu/1111027378758/,1,116.487808,北工大南北通透两居室，精装婚房，低楼层，近地铁,6,375,60976
蒲安东里,2003,68,1, 西 , 有电梯,高楼层, 精装 ,39.868762,http://bj.lianjia.com/xiaoqu/1111027378690/,1,116.426743,蒲安东里2002年新小区、紧邻地铁、业主诚售,24,398,57749
鲁能7号院颐景溪园,2012,86,2, 南 , 有电梯,高楼层, 精装 ,40.187381,http://bj.lianjia.com/xiaoqu/1111027378015/,1,116.669059,鲁能七号院 精装两居室 次顶层 满两年,9,366,42559
阳光邑上,2011,83,2, 南 北 , 有电梯,高楼层, 精装 ,39.736089,http://bj.lianjia.com/xiaoqu/1111051817662/,1,116.166174,南北通透两居室 次顶层 无遮挡  采光好 ,6,316,37877
首开国风美仑,NA,89,3, 南 北 , 无电梯,高楼层, 精装 ,39.773674,http://bj.lianjia.com/xiaoqu/1111046997447/,2,116.593413,房本满两年，精装南北小三居，中高楼层中间位置,16,350,39326
龙乡东区,1993,69,2, 南 北 , 无电梯,高楼层, 精装 ,40.066018,http://bj.lianjia.com/xiaoqu/1111027378122/,1,116.345917,精装修南北户型距离城铁700米满二年原值157万,6,352,50633
永乐西区,1991,61,2, 南 , 无电梯,高楼层, 精装 ,39.906862,http://bj.lianjia.com/xiaoqu/1111027381888/,1,116.233785,鲁谷永乐西区精装两居，满两年，原值178万！,6,317,51968
悦秀园,2000,60,1, 南 北 , 无电梯,低楼层, 精装 ,40.059473,http://bj.lianjia.com/xiaoqu/1111027382167/,1,116.340477,悦秀园小区中间位置南北通透大一居，房主诚心出售,6,335,55528
芳园南里西区,1996,64,2, 东南 , 无电梯,中楼层, 其他 ,39.976004,http://bj.lianjia.com/xiaoqu/1111027374428/,1,116.488984,96年商品房，装修花了20万，急售,7,378,58596
西成忆树,2005,61,1, 北 , 有电梯,高楼层, 精装 ,39.929068,http://bj.lianjia.com/xiaoqu/1111027380649/,1,116.206116,西成忆树经典一居 满两年 精装修拎包入住 诚心出售,18,340,55429
融科香雪兰溪,2009,89,3, 南 北 , 有电梯,低楼层, 精装 ,39.751402,http://bj.lianjia.com/xiaoqu/1111027379032/,1,116.550659,精装房源  诚心出售 南北向小三居,17,365,41012
