totalFloor,bathroom,furnished,unitPrice,area,address,direction,livingroom,totalPrice,floor,age,elevator,title
26,3, 精装 ,56819,132,九台2000家园, 东 北 ,2,750,中楼层,2001, 有电梯,九台2000家园在售三居，满五年，在京就这一套房子
5,3, 简装 ,99751,72,北河沿大街, 东 西 ,1,720,中楼层,1988, 无电梯,北河沿大街，中间楼层，东西通透三居室
11,2, 简装 ,68966,108,景泰嘉园, 西 ,1,750,中楼层,2001, 有电梯,南二环天坛南门安乐林路商品房两居
13,3, 精装 ,57222,138,天鸿美域, 南 北 ,1,790,中楼层,2004, 有电梯,南北通透  中间楼层 采光好 精装修 
11,3, 精装 ,41650,144,天通苑北一区, 南 北 ,1,600,低楼层,2004, 有电梯,【电梯房】【南北通透客厅朝南】精装修拎包入住！！
18,2, 精装 ,88853,61,二里庄小区, 南 ,1,550,高楼层,1994, 有电梯,二里庄 满五年业主北京只有这套住房  双南空户两居室
20,2, 精装 ,57951,86,新龙城, 西南 ,2,500,中楼层,2007, 有电梯,商品房满五年业主家里仅有的一套住宅+明厨明卫精装修
15,3, 精装 ,47541,152,政馨园一区, 南 北 ,2,725,低楼层,2003, 有电梯,宋家庄 南北通透地铁房  无遮挡
15,2, 简装 ,56238,97,七星园, 西南 ,1,550,高楼层,2003, 有电梯,七星园 2室1厅 550万
27,3, 精装 ,63086,114,国美第一城2号院, 西南 ,1,720,中楼层,2006, 无电梯,西南阳光朝向小三居精装无遮挡采光好
8,3, 精装 ,51457,120,听涛雅苑, 南 北 ,1,620,高楼层,2000, 有电梯,房子业主诚意出售，高楼层带电梯，采光好，自住精装
21,2, 精装 ,61965,117,世纪星, 南 ,1,730,高楼层,2003, 有电梯,三环边世纪星 大花园  南向大两居  双卫
23,1, 简装 ,64936,77,冠城名敦道, 东 ,0,500,低楼层,2009, 有电梯,冠城名顿道 东向开间 临近地铁 交通便利					
20,3, 精装 ,46583,124,天伦锦城, 东 南 ,2,580,高楼层,2007, 有电梯,南四环天伦锦城东南三居室，精装修，免税
25,3, 毛坯 ,54526,107,北苑家园绣菊园, 南 西 北 ,1,585,中楼层,2000, 有电梯,北苑绣菊园三居  中楼层 业主诚意出售
11,3, 简装 ,52500,120,西山枫林一二期, 南 北 ,1,630,低楼层,2004, 有电梯,西山枫林一二期 3室1厅 630万
24,3, 毛坯 ,75992,77,西坝河东里, 南 北 ,1,590,中楼层,1988, 有电梯,全明格局三居室 户型方正带客厅 随时可看
28,2, 精装 ,72187,103,芍药居北里, 西南 ,1,748,低楼层,2005, 有电梯,人大附学区，精装修。临近地铁，楼龄新，随时看房
14,2, 精装 ,52943,115,北苑家园绣菊园, 南 ,2,610,中楼层,2001, 有电梯,板楼全南眼镜房 视野开阔采光好 优质！
18,2, 简装 ,84482,76,富贵园二区, 西北 ,1,650,中楼层,2003, 有电梯,富贵园二区正规两居室，随时签约，公房回迁满五年
15,2, 精装 ,53620,96,新龙城, 东 西 ,2,520,低楼层,2007, 有电梯,新龙城 2室2厅 520万
15,2, 精装 ,53620,96,新龙城, 东 西 ,2,520,低楼层,2007, 有电梯,新龙城 2室2厅 520万
20,2, 简装 ,71659,83,育新花园, 西南 ,1,600,低楼层,1999, 有电梯,育新花园靠谱出售两居室，满五年商品房
26,2, 精装 ,58480,99,北苑家园茉藜园, 东南 ,2,580,中楼层,2005, 有电梯,北苑茉藜园东南向装修省心采光充足诚心出售
14,2, 简装 ,51006,100,美然动力A2区, 南 北 ,1,515,中楼层,2003, 有电梯,免税 南北双通透两居 传媒附小
6,4, 简装 ,27245,196,名流花园, 南 北 ,2,534,高楼层,1998, 无电梯,名流花园 满五年 南北通透 通透性好
6,2, 简装 ,96382,60,双榆树西里, 南 北 ,1,586,低楼层,1983, 无电梯,双榆树中心小学学区  双榆树西里 南北通透全明格局 
14,2, 简装 ,105947,58,安德路乙61号院, 西北 ,1,620,高楼层,1989, 有电梯,工人日报社--满五年央产房--带电梯，视野好
6,3, 精装 ,54921,124,新华联家园北区, 南 北 ,2,682,低楼层,2004, 无电梯,新华联家园北区 3室2厅 682万
5,3, 精装 ,44234,124,龙跃苑一区, 南 北 ,1,550,中楼层,2003, 无电梯,龙跃苑一区 满五年住房 自住精装修 带车位
6,2, 精装 ,110517,56,安德路, 南 北 ,1,620,地下室,1993, 无电梯,安德路 南北通透两居室 免税 诚心出售
8,2, 精装 ,56224,90,新龙城, 东南 ,2,510,低楼层,2007, 有电梯,新龙城 2室2厅 510万
25,1, 精装 ,78741,76,北纬40度二期, 东 ,1,600,低楼层,2009, 有电梯,北纬一居室出售，稳定出售，满五年
14,2, 精装 ,59887,91,DBC加州小镇C区, 南 北 ,1,550,中楼层,2010, 有电梯,DBC加州小镇C区 精装修 明厨明卫
13,2, 精装 ,70563,90,景泰西里西区, 东 西 ,1,640,中楼层,2005, 有电梯,东城区05年社区，东西通透，户型方正，临地铁
15,2, 精装 ,59569,94,新城阳光, 南 ,2,560,中楼层,2007, 有电梯,新城阳光 2室2厅 560万
28,1, 精装 ,93058,67,北纬40度二期, 南 ,2,630,中楼层,2009, 有电梯,北纬40度满五年南向一居，可给换房周期，随时签约
6,2, 精装 ,123763,50,裕中东里, 南 ,1,625,高楼层,1984, 无电梯,裕中东里 双卧室朝南 单独小院 采光好 空户口
14,2, 简装 ,59318,89,康缘居, 南 北 ,1,530,高楼层,2000, 有电梯,康缘居优质两居室，南北通透格局，采光好，视野佳；
20,2, 简装 ,74713,87,育新花园, 东南 ,1,650,中楼层,1999, 有电梯,育新花园 二期电梯东南两居 免税 有名额 直接上市
20,3, 精装 ,82811,79,月季园, 东 南 北 ,1,660,中楼层,1997, 有电梯,月季园 东南北大三居 民族小学 景观房
25,2, 精装 ,75058,86,宝星国际二期, 东北 ,1,650,低楼层,2006, 有电梯,满五年，正规一居室，学区房，临近地铁
5,3, 精装 ,58688,108,新康园, 南 北 ,1,636,低楼层,2000, 无电梯,新康园二期板楼三居业主诚心出售  户型南北全明格局
6,6, 精装 ,21718,276,天通苑东一区, 南 北 ,2,600,高楼层,2001, 无电梯,眼镜房6居大复式 四室两厅朝南 采光充足 经典格局 
11,3, 简装 ,50407,123,大城小镇, 南 北 ,1,620,低楼层,2007, 有电梯,大城小镇电梯三居室，小区紧邻德贤路交通便利.
7,3, 其他 ,62475,124,观澳园, 南 北 ,2,780,高楼层,2005, 无电梯,观澳园南北通透6+7复式，房本满五年
9,3, 精装 ,74915,102,卡布其诺, 南 北 ,2,766,高楼层,2005, 有电梯,接受换房**满五年家庭一套**花园洋房**位置安静
5,3, 精装 ,98530,68,后桃园胡同9号院, 南 北 ,1,670,高楼层,1995, 无电梯,后桃园物资局公房，小区单独管理，能停车
5,2, 精装 ,99662,50,板厂南里, 南 北 ,1,500,低楼层,1980, 无电梯,房子精装修 低楼层 满五年的公房房本
15,3, 精装 ,39418,164,时代龙和, 南 北 ,2,650,高楼层,2007, 有电梯,满五年 小区优越位置 挑高阳光房
28,3, 简装 ,52303,126,四方景园二区, 西南 ,1,660,高楼层,2005, 有电梯,四方景园西南大三居楼层高视野好
11,3, 精装 ,51266,126,矩阵三期, 南 北 ,1,650,中楼层,2007, 有电梯,电梯房 电梯三居室 双卧朝南  精装
28,2, 其他 ,89209,86,澳洲康都, 东 南 ,1,768,中楼层,2006, 有电梯,精装南向两居，中间楼层，视野好，采光好
7,2, 简装 ,95498,58,新中西街, 南 ,1,560,高楼层,1990, 无电梯,满五年公房，南北向两局，史家实验学区，采光好
25,1, 精装 ,78607,76,北纬40度二期, 东 ,1,600,中楼层,2009, 有电梯,北纬东向1居 可改2居使用 北纬东向1居 可改2居使用 
15,2, 其他 ,62204,101,阿曼寓所, 东北 ,1,630,中楼层,2007, 有电梯,阿曼寓所 东北向两居  满五年且业主名下就这一套
6,3, 精装 ,46060,119,龙回苑, 西南 ,1,550,中楼层,2004, 无电梯,商品房满五年业主只有这一套房子，税费少
24,2, 精装 ,86076,91,宝星国际二期, 西南 ,1,790,低楼层,2006, 有电梯,宝星国际 观景小两居  不临街
6,2, 精装 ,100733,65,厂洼小区, 南 北 ,1,660,高楼层,1990, 无电梯,厂洼小区 南北通透 户型方正 满五年
6,2, 精装 ,59658,88,鑫兆丽园, 南 北 ,1,530,高楼层,2001, 无电梯,南北通透两居室  楼层高  视野好，诚心出售
27,3, 精装 ,58140,129,国美第一城2号院, 东 西 ,2,750,中楼层,2006, 无电梯,国美第一城2号院 3室2厅 750万
6,3, 精装 ,49568,128,骊龙园, 南 北 ,2,636,高楼层,2005, 无电梯,骊龙园  小区中间位置 自住精装 首套购房只有契税
7,3, 简装 ,45875,137,听涛雅苑, 南 北 ,2,630,低楼层,2000, 有电梯,听涛雅苑正规三居室   三卧朝南
6,3, 精装 ,32665,166,裕龙六区, 南 北 ,2,545,低楼层,2000, 无电梯,裕龙六区一层可做底墒不带花园，现在出租中，开的药店
19,2, 简装 ,68596,80,清缘东里, 东 南 ,1,550,中楼层,2004, 有电梯,清缘东里 东南两居 格局方正 满五商品房 采光好
28,2, 精装 ,68103,99,望京西园三区, 西南 ,1,680,高楼层,2000, 有电梯,望京西园三区 满五唯一 正规两居室
24,3, 简装 ,73667,96,望京花园西区, 西南 ,2,710,高楼层,2000, 有电梯,满五唯一 采光好 视野好 户型方正
18,2, 简装 ,106850,73,华清嘉园, 南 西 ,1,780,中楼层,2000, 有电梯,中关村二小！满五年无个税，价钱可以商量，随时签约
6,3, 精装 ,77690,91,百旺新城, 南 北 ,1,710,高楼层,2004, 无电梯,百旺新城三居室  南北通透    顶层  学区房
11,3, 其他 ,56676,111,新龙城, 南 北 ,1,630,低楼层,2007, 有电梯,满五唯一，精装修，地铁600米，诚心出售
22,2, 精装 ,50806,104,富力又一城B区, 东 ,2,530,低楼层,2009, 有电梯,双卫大两居，不临街，正对花园。
6,2, 精装 ,83062,61,会城门小区, 南 北 ,1,510,低楼层,1991, 无电梯,低楼层 南北通透两居室 精装修 
20,4, 精装 ,79838,83,月季园, 东 西 北 ,0,668,中楼层,1997, 有电梯,牡丹园马甸民族小学划片月季园正规4居室满五年
21,2, 简装 ,80272,64,光熙门北里, 西南 ,1,520,低楼层,1990, 无电梯,光熙门北里  带客厅 赠送25平米大阳台 看房方便
19,2, 精装 ,83990,76,牛街东里, 西南 ,1,640,中楼层,1999, 有电梯,牛街东里  西南向精装免税优质两居
21,2, 精装 ,58002,96,朝阳无限, 东 ,1,560,低楼层,2003, 有电梯,朝阳无限 东向精装两居室 环绕花园  随时交易
5,3, 简装 ,49953,105,亮甲店甲1号院, 东南 ,1,526,高楼层,1997, 无电梯,地铁六号线五路居三居满五年家庭名下一套住房随时看
10,2, 精装 ,119540,55,王公坟社区, 南 北 ,1,665,高楼层,1989, 有电梯,苏州街 南北通透两居 万泉学区 免税急售 有电梯
26,2, 精装 ,70931,86,金域华府一期, 南 ,1,610,中楼层,2012, 有电梯,全南向两居室，满两年有房本 中间楼层
25,3, 精装 ,65297,82,芳城园三区, 东南 ,1,540,高楼层,1990, 有电梯,芳城园三区，经典三居户型，精装修婚房
6,3, 精装 ,44800,125,新城东里, 南 北 ,2,560,低楼层,2001, 无电梯,新华大街新城东里 一层三居 适宜老人陪读
14,3, 精装 ,68861,85,南湖东园二区, 南 北 ,1,590,高楼层,1997, 有电梯,南湖东园二区 南北通透 学区房
18,2, 精装 ,58038,91,新里.西斯莱公馆, 南 北 ,1,530,低楼层,2010, 有电梯,新里.西斯莱公馆 南北双通透 两居室 满两年 
18,2, 精装 ,62593,115,东润枫景二期, 西南 ,2,720,中楼层,2000, 有电梯,东润枫景二期，双卫生间两居室，观景楼层
18,3, 精装 ,57626,115,远洋一方北润园, 南 北 ,2,665,低楼层,2011, 有电梯,南北通透三居室、格局方正、自住满两年适合一家人居住
6,2, 精装 ,91861,86,远大园六区, 东 西 ,1,790,高楼层,2000, 无电梯,世纪城远大园六区，板楼通透两居室
17,3, 精装 ,42238,146,天通苑北一区, 南 北 ,2,620,中楼层,2004, 有电梯,精装修  商品房 明厨明卫 精装修 拎包入住
6,1, 简装 ,148838,43,中关村, 西 ,1,640,中楼层,1996, 无电梯,正规一居   楼龄新     业主诚售
6,3, 毛坯 ,58118,107,利泽西园, 南 北 ,2,625,高楼层,1999, 无电梯,利泽复式 陈经纶派位 看房随时 地铁公园
27,2, 精装 ,82660,85,世华泊郡, 南 ,2,705,高楼层,2012, 有电梯,北苑世华泊郡南向两居室精装修视野好业主诚售
9,3, 简装 ,66158,98,天伦北里, 南 北 ,1,650,中楼层,2005, 有电梯,二环边  南北通透的三居室   户型方正
15,3, 精装 ,45227,121,万科四季花城, 南 北 ,2,550,高楼层,2007, 有电梯,万科南北通透大三居 双明卫 精装修 即买即住 随时看房
20,1, 精装 ,89830,62,万方景轩, 东南 ,0,560,中楼层,2005, 有电梯,地铁10号线出口万方景轩，精装开间，业主诚售
6,3, 简装 ,94753,68,首师大附中宿舍楼, 南 北 ,1,650,中楼层,1984, 无电梯,首师大附中新出 南北三居 满五年附中家属楼 诚心出售
7,2, 简装 ,75363,103,上地南路6号院, 南 北 ,2,780,中楼层,2000, 无电梯,南北通透两居室 户型方正 无浪费面积 
6,3, 其他 ,62880,92,甜水园北里, 东 西 ,1,580,高楼层,1994, 无电梯,甜水园北里罕见户型   使用率超高 业主随时签约
17,2, 精装 ,63420,108,美景东方, 东 西 ,2,690,中楼层,2008, 有电梯,美景东方 东西通透两居室 中楼层 无遮挡
21,2, 精装 ,63637,99,首座绿洲, 南 ,1,630,高楼层,2003, 有电梯,首座绿洲 2室1厅 630万
6,3, 精装 ,47369,114,北京人家, 南 北 ,1,540,中楼层,2004, 无电梯,北京人家精装三居室 中间楼层业主诚售
6,3, 精装 ,50055,119,龙兴园北区, 南 北 ,2,600,低楼层,2002, 无电梯,此房满五年一层带小院南北通透采光充足
24,3, 精装 ,59660,92,梵谷水郡, 东南 北 ,1,550,高楼层,2005, 有电梯,两居的价格买三居 明厨明卫  格局合理 高层无遮挡
10,3, 精装 ,52441,129,时尚街区西区, 南 北 ,1,680,中楼层,2004, 有电梯,满五年时尚街区西区南北三居户型 看房方便
6,3, 精装 ,48319,103,帅府园, 南 北 ,2,500,高楼层,1996, 无电梯,通州万达广场！帅府园精装复式婚房！送露台！
6,4, 精装 ,26531,196,样本, 南 北 ,2,520,高楼层,2005, 无电梯,样本小区精装四居，南北通透，大露台
6,5, 简装 ,38919,185,丽园B区, 南 北 ,3,720,高楼层,2005, 无电梯,丽园B区顶层复式 有钥匙 随时看房 满五
6,3, 简装 ,48771,117,和谐家园一区, 南 北 ,2,575,中楼层,2006, 无电梯, 中间楼层 三居室 商品房满五年
6,2, 简装 ,92242,58,东厂北巷, 南 北 ,1,535,高楼层,1985, 无电梯,东厂北巷 南北2居 灯市口学区  邻地铁
6,2, 简装 ,73657,69,新源里西, 南 ,1,510,高楼层,1994, 无电梯,新源里西69平米两居室，满五年，双卧朝南
18,2, 精装 ,56486,99,世纪星城三期, 南 北 ,2,560,低楼层,2009, 有电梯,世纪星城三期 2室2厅 560万
26,1, 简装 ,69587,83,远洋天地二期, 西 ,2,580,低楼层,2003, 有电梯,远洋天地西向一居 采光好 看房方便
30,2, 精装 ,64762,105,怡海花园富泽园, 东 南 北 ,1,680,高楼层,2001, 有电梯,怡海4期经典户型，通透，东南北，业主诚心出售
19,2, 精装 ,79677,86,太月园, 西南 ,1,690,中楼层,1998, 有电梯,太月园西南向两居中间层视野无遮挡临地铁小区独院
22,3, 精装 ,52381,105,西现代城, 西 北 ,2,550,低楼层,2004, 有电梯,西现代城西北向三居室落地窗满五年拎包入住
6,2, 简装 ,107927,55,交道口北二条35号院, 南 北 ,1,595,高楼层,1982, 无电梯,交道口北二条 方家胡同小学 板楼南北两居 诚意出售 
6,2, 简装 ,71645,79,清缘东里, 南 北 ,1,570,低楼层,2004, 无电梯,清缘东里 满五年免税商品房 南北通透两居 业主诚售
7,3, 简装 ,57637,90,远洋一方林语苑, 南 北 ,1,520,中楼层,2009, 有电梯,远洋一方  南北通透三居 中间层满五一
6,2, 简装 ,113822,61,罗贤胡同, 南 北 ,1,700,高楼层,1984, 无电梯,西长安街片区  临近灵境地铁站  力学学校
6,2, 精装 ,107886,50,椿树馆街35号院, 东南 ,1,550,中楼层,1983, 无电梯,满两年免增值税 东南金角 精装修拎包入住
15,3, 精装 ,46763,139,东一时区, 南 北 ,1,650,中楼层,2007, 有电梯,南北双通透大三居 主卧朝南带飘窗  满五年
6,2, 精装 ,115639,45,翠微路2号院, 南 北 ,1,525,低楼层,1996, 无电梯,学区房 婚房装修 满五公房 带车位 中间层 学区无占用
23,2, 精装 ,82304,82,非常生活, 南 ,1,679,高楼层,2004, 有电梯,非常生活南向两居高楼层带阳台室内明亮通透采光效果好
20,2, 精装 ,60938,95,鸿坤理想城礼域府, 东 西 ,1,580,中楼层,2010, 有电梯,东西通透两居室 楼层好 采光好 精装修 业主诚心出售
10,1, 毛坯 ,118301,55,保利海德公园, 东南 ,0,660,中楼层,NA, 无电梯,保利海德公园 东南loft，已下房本，高楼层，采光好
6,2, 精装 ,88189,63,学院南路72号院, 东北 ,1,560,低楼层,1992, 无电梯,学院南路72号院 精装两居室 地铁房
11,1, 精装 ,109864,48,鼓楼外大街, 东南 ,1,538,中楼层,1992, 有电梯,满五年   精装修一居室    地铁公园
22,3, 精装 ,45320,172,富力又一城A区, 南 北 ,2,780,低楼层,2005, 有电梯,富力又一城A区  南北通透大三居
7,2, 精装 ,60830,103,柏林爱乐四期, 南 北 ,1,628,高楼层,2008, 有电梯,接受换房周期 南北两居 满五年  精装自住 诚售
23,3, 简装 ,39412,152,碧水明珠, 东南 ,2,600,高楼层,2004, 有电梯,通州新城  地铁6号线北关站 电梯大复式 观河景
11,2, 精装 ,57426,101,丽水园, 南 北 ,1,580,高楼层,2005, 有电梯,丽水园 2室1厅 580万
6,3, 精装 ,60337,87,远洋一方溪语苑, 南 北 ,2,530,低楼层,2012, 有电梯,远洋一方溪语苑南北通透小三居满两年
27,3, 精装 ,58421,128,国美第一城2号院, 东 西 ,2,750,低楼层,2006, 无电梯,东西通透精装修三居 拎包即可入住
20,2, 简装 ,94497,53,西便门西里, 南 ,1,510,中楼层,1983, 有电梯,西便门西里 南向二居室 中间层 电梯房 
6,2, 精装 ,106498,57,高家寨, 南 北 ,1,613,中楼层,1987, 无电梯,南北通透 明厨明卫 业主诚心出售 
6,2, 简装 ,58734,91,西上园三区, 南 北 ,2,540,低楼层,2000, 无电梯,西上园低楼层两居室 业主诚心出售 随时看房 
6,1, 精装 ,135165,45,上地东里, 东 ,1,615,中楼层,1997, 无电梯,随时签约，一居室，钥匙房  东向                                                 
12,2, 精装 ,71978,81,世纪村东区, 南 北 ,1,590,中楼层,1996, 有电梯,世纪村东区满五公房双卧室朝南，业主诚售。
7,3, 精装 ,82772,80,芍药居北里, 东 西 ,1,663,中楼层,1994, 无电梯,采光好 客厅大 交通便利 配套设施
5,4, 精装 ,28572,175,世纪名苑, 南 北 ,2,500,高楼层,2003, 无电梯,燕顺路世纪名苑精装南北通透复式四居室 
20,2, 精装 ,89577,61,普惠南里, 东南 ,1,550,低楼层,1987, 有电梯,业主诚意出售 满五年 东南两居 带电梯
32,3, 简装 ,52679,123,新康园, 西北 ,2,650,高楼层,2003, 有电梯,新康园可看可签三居 育新学区有名额地铁房
11,2, 简装 ,66701,98,新奥洋房, 东 西 ,2,655,低楼层,2005, 有电梯,新奥洋房东西向两居商品房2005年小区
11,3, 精装 ,54320,110,流星花园三区, 南 北 ,2,598,中楼层,2006, 有电梯,房子 带装修 电梯三居室  南北通透
6,2, 精装 ,93094,66,厂洼小区, 南 北 ,1,620,高楼层,1987, 无电梯,厂洼小区 南北通透 全明格局 精装修 
13,3, 精装 ,100309,64,崇文门西大街, 南 北 ,0,650,高楼层,1979, 无电梯,崇文门西大街 南北通透三居室 满五年
6,2, 精装 ,85856,90,车站西街9号院, 南 北 ,2,780,高楼层,1998, 无电梯,西城区广安门车站西街 铁道部宿舍 精装通透两居诚售
6,2, 简装 ,64668,85,望京西园一区, 南 北 ,2,550,高楼层,1997, 无电梯,望京 南北通透两居室 满五年，业主名下只有一套房子
16,2, 精装 ,61220,89,左右坊, 南 北 ,1,550,中楼层,2009, 有电梯,南北通透 客厅朝南 业主诚心出售
6,2, 精装 ,97875,65,厂洼小区, 南 北 ,1,640,低楼层,1990, 无电梯,为你而选为你为家  南北通透 户型方正 满五年
25,3, 简装 ,52239,111,北苑家园绣菊园, 西南 ,2,580,低楼层,2001, 有电梯,北苑家园绣菊园 诚心出售 随时签约
18,2, 精装 ,89664,80,广通苑, 西南 ,1,720,高楼层,1998, 有电梯,高层楼无税 西南朝向正规两居室 随时签约靠谱卖
6,2, 精装 ,88750,57,皂君东里, 南 北 ,1,508,中楼层,1994, 无电梯,皂君东里南北通透精装两居中间楼层 随时签约农科附小
6,3, 精装 ,94569,78,东皇城根南街, 东 南 北 ,1,740,高楼层,1985, 无电梯,北河沿南北通透三居室  采光好 前后没有遮挡
9,2, 精装 ,85921,87,润泽悦溪, 南 北 ,2,750,高楼层,2010, 有电梯,润泽悦溪南北双通透，精装两居，带1个产权车位
6,2, 简装 ,76104,65,吉祥里, 东 西 ,1,500,中楼层,1993, 无电梯,中间楼层 满五年公房 业主诚心出售 看房提前联系
6,3, 简装 ,43205,117,育龙家园, 南 北 ,2,508,中楼层,2002, 无电梯,育龙双卧朝南的三居 中间层 诚心出售
5,4, 精装 ,35839,167,天通苑北二区, 南 北 ,2,599,中楼层,2005, 无电梯,北二区 精装四居室 商品房满两年 
5,2, 精装 ,79240,63,北太平庄路2号院, 南 ,1,500,中楼层,1997, 无电梯,北太平庄路2号院双南向两居室满五年
9,2, 简装 ,65020,76,宝盛里, 南 北 ,1,500,低楼层,2000, 无电梯,宝盛里两居室 南北通透 中间层 石油附小学区房！
9,2, 精装 ,88327,90,颐慧佳园, 南 北 ,1,799,低楼层,2005, 有电梯,颐慧佳园南北通透小两居、板楼带电梯、满五年唯一
6,2, 其他 ,124362,58,上地东里, 南 北 ,1,730,中楼层,1995, 无电梯,上地东里两居室 南北通透 满五年商品房 
28,2, 精装 ,64486,107,南湖东园一区, 东南 ,2,690,高楼层,1998, 有电梯,南湖东园一区 东南两居  高楼层无遮挡 带车位
11,2, 精装 ,106336,66,鼓楼外大街, 东 西 ,1,710,中楼层,1992, 有电梯,鼓楼外大街 青年湖小学171学区 九年一贯 两居税费低
6,3, 简装 ,99070,64,大件厂宿舍, 南 北 ,1,639,低楼层,1986, 无电梯,南北通透，一层带小院正规小三居室
8,3, 精装 ,63405,94,保利西山林语, 西南 ,1,600,高楼层,2011, 有电梯,精装自住三居室  可以给换房周期 不临街不把边
9,1, 简装 ,101363,63,嘉铭桐城D区, 南 ,2,640,中楼层,2005, 有电梯,嘉铭桐城 南向大一居 满五年 有钥匙
21,2, 精装 ,72617,75,金世纪嘉园, 东南 ,1,550,高楼层,2004, 有电梯,金世纪嘉园 东南两居 高楼层 视野好
9,3, 精装 ,66158,98,天伦北里, 南 北 ,1,650,中楼层,2005, 有电梯,二环边南北通透三居  交通便利 户型方正
6,2, 精装 ,85173,77,百旺新城, 南 北 ,1,660,高楼层,2004, 无电梯,夏霖园两居室 南北通透 商品房 户型方正 看房方便
12,2, 精装 ,74885,86,华龙美晟, 西 ,1,650,高楼层,2009, 有电梯,华龙美晟精装修两居，双阳台户型，永定门外地铁
10,3, 精装 ,52213,113,美然动力A2区, 南 北 ,2,590,低楼层,2003, 有电梯,南北通透三居  通风好 地铁6号线
22,3, 简装 ,45487,128,京铁家园, 西北 ,1,585,高楼层,2002, 有电梯,京铁家园 西南北向三居室 商品房
10,2, 精装 ,45123,121,天通苑中苑, 南 北 ,2,550,中楼层,2008, 有电梯,高层板楼带电梯 南北通透 中间层 采光好！
14,4, 简装 ,43609,163,电力宿舍, 南 北 ,2,715,中楼层,1997, 有电梯,满五唯一  正规大四居  黄金楼层  海淀学区
6,1, 简装 ,122386,51,教场口6号院, 南 北 ,1,626,中楼层,2003, 无电梯,南北通透，中间楼层，业主诚售，看房方便.
20,2, 精装 ,62215,102,望京新城, 南 ,2,640,高楼层,1997, 有电梯,望京新城  南向两居室 高楼层 无个税
25,1, 简装 ,68808,109,千鹤家园, 东 ,2,750,低楼层,2002, 有电梯,千鹤家园   免税  东南大一居  可改两居室
6,3, 精装 ,47356,139,新华联锦园, 南 北 ,2,660,高楼层,2003, 无电梯,新华联锦园，南北通透三居，带地下室。
11,2, 精装 ,64129,99,玉海园二里, 南 西北 ,1,640,中楼层,1999, 有电梯,玉海园二里满五年家庭一套住宅正规两居看房方便
15,2, 精装 ,53170,95,新城阳光, 南 北 ,1,510,高楼层,2007, 有电梯,新城阳光南北两居 精装修  拎包入住 
6,3, 简装 ,40519,135,含晖苑, 南 西 北 ,2,550,高楼层,2007, 无电梯,阜石路旁含晖苑 三面采光 明厨明卫 楼龄新
24,2, 精装 ,57804,103,吴家村路10号院, 西南 ,1,600,高楼层,1998, 有电梯,海淀西南朝向三居室 采光充足 双阳台
14,2, 简装 ,54996,94,和光里, 南 ,1,518,高楼层,2005, 无电梯,落地飘窗两居 南向采光好 带车位
6,2, 精装 ,66265,84,金榜园, 南 北 ,1,560,低楼层,2002, 无电梯,一层带小院，可自建，业主诚心出售
7,3, 精装 ,56225,139,DBC加州小镇, 南 北 ,2,785,中楼层,2007, 有电梯,南北通透大三居，户型方正，南北通透
28,2, 精装 ,73383,74,后现代城, 西 ,1,550,高楼层,2005, 有电梯,高层，观景，婚房两居，拎包入住
17,2, 精装 ,68767,90,枫竹苑二区, 南 ,1,620,中楼层,2003, 有电梯,业主诚心出售 随时签约  精装修 
6,2, 精装 ,53031,99,新华联锦园, 南 北 ,2,525,低楼层,2002, 无电梯,一层带大花园和地下室 南北双通透 万达商圈 精装免税
14,3, 精装 ,84240,73,六建, 南 北 ,1,620,低楼层,1988, 有电梯,六建 南北通透3居室 满五年 精装修
6,3, 精装 ,45440,119,龙跃苑四区, 南 北 ,2,545,高楼层,2005, 无电梯,龙跃苑四区南北通透三居室商满五年，免税。
30,3, 精装 ,56413,103,晨光家园, 东北 ,1,585,中楼层,1999, 无电梯,地铁六号线十里堡站 晨光家园三居室 诚心出售
23,2, 精装 ,60748,107,朝阳无限, 东 ,1,650,高楼层,2003, 有电梯,朝阳无限东向两居，户型方正，满五年免个税
12,3, 精装 ,52235,127,新华联家园南区, 南 北 ,2,665,低楼层,2002, 有电梯,南北通透大三居，有电梯采光好居住舒适
28,3, 简装 ,45187,146,百环花园, 南 ,1,660,低楼层,2001, 有电梯,百环花园 全南向三居 电梯楼无遮挡 户型好 采光好
24,2, 其他 ,61387,101,万年花城二期, 西北 ,1,620,高楼层,2006, 有电梯,小区中间 双卫两居 高楼层视野好 自住房 功能区分明
21,2, 简装 ,80975,71,和平街十三区, 西南 ,1,575,中楼层,1998, 有电梯,煤科院小区  户型方正无浪费面积 双西向带客厅
16,1, 简装 ,95557,62,左安溪园, 北 ,1,600,高楼层,2004, 有电梯,观植物园 高楼层视野好  满五年已购公房
28,2, 精装 ,67947,83,大屯里小区, 西南 ,2,570,中楼层,2003, 有电梯,大屯里小区 业主自住精装修 中间楼层 安静不临街
19,1, 简装 ,79340,63,顺驰蓝调, 东南 ,1,500,中楼层,2008, 有电梯,小户型，低总价，满两年，环境好
8,2, 其他 ,68585,90,保利西山林语, 南 北 ,1,620,中楼层,2011, 有电梯,高楼层  看房子一般家里都有人   诚意卖
24,2, 简装 ,99884,51,翠微北里, 东 ,1,513,低楼层,1989, 有电梯,翠微学区 满五年 有电梯 可改两居
